"Measuring program","Site name","Station number","Station name","Latitude","Longitude","Sampling location","Sample date","Sample time","Sample depth","Sample final depth","Sample number","Sample Matrix","Sample Type","Sample Collection","Laboratory","QC Sample (Y/N)","Lab QAQC Batch ID","Analysis method name","Analysis method code","Reporting Detection Limit (RDL)","RDL Unit","Parameter type group","Parameter type name","Parameter sign","Parameter value","Parameter unit symbol","Parameter value and sign","Parameter unit name","Lab Qualifier 1","Lab Qualifier 2","Lab Qualifier 3","Lab Qualifier 4","Sampling comment","Sample remark","Parameter remark","Parameter standard remark","Last modified date and time"
"ABS058","MUSKEG RIVER","AB07DA0430","27.5KM UPSTREAM OF STANLEY CREEK","57.33158000","-111.12036000","Centre","2015-01-15","09:30:00","","","15SWE01801-01","WATER","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Calculated value","4","","meq/L","Major Ions","Cations Total","","5.6700","me/L","5.6700","Milliequivalent per litre","","","","","*no sulphide bottle, broken* chipped hole through ice","","","","2021-04-20 08:52:36"
"ABS058","MUSKEG RIVER","AB07DA0430","27.5KM UPSTREAM OF STANLEY CREEK","57.33158000","-111.12036000","Centre","2015-01-15","09:30:00","","","15SWE01801-01","WATER","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Dissolved elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1849","0.03","mg/L","Major Ions","Chlorine Dissolved","","0.320","mg/l","0.320","milligram per litre","","","","","*no sulphide bottle, broken* chipped hole through ice","","","","2021-04-20 08:52:36"
"ABS058","MUSKEG RIVER","AB07DA0430","27.5KM UPSTREAM OF STANLEY CREEK","57.33158000","-111.12036000","Centre","2015-01-15","09:30:00","","","15SWE01801-01","WATER","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Total recoverable elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1847","0.04","mg/L","Major Ions","Chlorine Total Recoverable","","0.340","mg/l","0.340","milligram per litre","","","","","*no sulphide bottle, broken* chipped hole through ice","","","","2021-04-20 08:52:36"
"ABS058","MUSKEG RIVER","AB07DA0430","27.5KM UPSTREAM OF STANLEY CREEK","57.33158000","-111.12036000","Centre","2015-01-15","09:30:00","","","15SWE01801-01","WATER","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Dissolved elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1849","0.1","ug/L","Minor Elements","Chromium Dissolved","<","0.100","µg/l","<0.100","microgram per litre","","","","","*no sulphide bottle, broken* chipped hole through ice","","","","2021-04-20 08:52:36"
"ABS058","MUSKEG RIVER","AB07DA0430","27.5KM UPSTREAM OF STANLEY CREEK","57.33158000","-111.12036000","Centre","2015-01-15","09:30:00","","","15SWE01801-01","WATER","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Total recoverable elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1847","0.03","ug/L","Minor Elements","Chromium Total Recoverable","","0.0900","µg/l","0.0900","microgram per litre","","","","","*no sulphide bottle, broken* chipped hole through ice","","","","2021-04-20 08:52:36"
"ABS058","MUSKEG RIVER","AB07DA0430","27.5KM UPSTREAM OF STANLEY CREEK","57.33158000","-111.12036000","Centre","2015-01-15","09:30:00","","","15SWE01801-01","WATER","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","FIELD","N","","Estimated percent of cloud cover","2234","","%","Field Observations","Cloud Cover","","10.0000","%","10.0000","percentage","","","","","*no sulphide bottle, broken* chipped hole through ice","","","","2021-04-20 08:52:36"
"ABS058","MUSKEG RIVER","AB07DA0430","27.5KM UPSTREAM OF STANLEY CREEK","57.33158000","-111.12036000","Centre","2015-01-15","09:30:00","","","15SWE01801-01","WATER","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Dissolved elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1849","0.002","ug/L","Minor Elements","Cobalt Dissolved","","0.687","µg/l","0.687","microgram per litre","","","","","*no sulphide bottle, broken* chipped hole through ice","","","","2021-04-20 08:52:36"
"ABS058","MUSKEG RIVER","AB07DA0430","27.5KM UPSTREAM OF STANLEY CREEK","57.33158000","-111.12036000","Centre","2015-01-15","09:30:00","","","15SWE01801-01","WATER","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Total recoverable elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1847","0.002","ug/L","Minor Elements","Cobalt Total Recoverable","","0.762","µg/l","0.762","microgram per litre","","","","","*no sulphide bottle, broken* chipped hole through ice","","","","2021-04-20 08:52:36"
"ABS058","MUSKEG RIVER","AB07DA0430","27.5KM UPSTREAM OF STANLEY CREEK","57.33158000","-111.12036000","Centre","2015-01-15","09:30:00","","","15SWE01801-01","WATER","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","FIELD","N","","Pertaining to field observations of the water body and sample by descriptive code.","3364","","","Routine","Colour (at Site)","","1.0000","CTU","1.0000","CTU","","","","","*no sulphide bottle, broken* chipped hole through ice","","","","2021-04-20 08:52:36"
"ABS058","MUSKEG RIVER","AB07DA0430","27.5KM UPSTREAM OF STANLEY CREEK","57.33158000","-111.12036000","Centre","2015-01-15","09:30:00","","","15SWE01801-01","WATER","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","FIELD","N","","Specific conductance is measured using an electronic meter with nickel cell.","2732","","uS/cm","Routine","Conductance (Field)","","528.0","µS/cm","528.0","microsiemens per centimeter","","","","","*no sulphide bottle, broken* chipped hole through ice","","","","2021-04-20 08:52:36"
"ABS058","MUSKEG RIVER","AB07DA0430","27.5KM UPSTREAM OF STANLEY CREEK","57.33158000","-111.12036000","Centre","2015-01-15","09:30:00","","","15SWE01801-01","WATER","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Dissolved elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1849","0.08","ug/L","Minor Elements","Copper Dissolved","","0.180","µg/l","0.180","microgram per litre","","","","","*no sulphide bottle, broken* chipped hole through ice","","","","2021-04-20 08:52:36"
"ABS058","MUSKEG RIVER","AB07DA0430","27.5KM UPSTREAM OF STANLEY CREEK","57.33158000","-111.12036000","Centre","2015-01-15","09:30:00","","","15SWE01801-01","WATER","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Total recoverable elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1847","0.05","ug/L","Minor Elements","Copper Total Recoverable","","0.180","µg/l","0.180","microgram per litre","","","","","*no sulphide bottle, broken* chipped hole through ice","","","","2021-04-20 08:52:36"
"ABS058","MUSKEG RIVER","AB07DA0430","27.5KM UPSTREAM OF STANLEY CREEK","57.33158000","-111.12036000","Centre","2015-01-15","09:30:00","","","15SWE01801-01","WATER","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Colourimetric analysis","119","0.2","mg/L","Carbon","Carbon Dissolved Organic","","18.5","mg/l","18.5","milligram per litre","","","","","*no sulphide bottle, broken* chipped hole through ice","","","","2021-04-20 08:52:36"
"ABS058","MUSKEG RIVER","AB07DA0430","27.5KM UPSTREAM OF STANLEY CREEK","57.33158000","-111.12036000","Centre","2015-01-15","09:30:00","","","15SWE01801-01","WATER","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Hydrocarbons in water are analyzed by gas chromatography/mass spectrometry (GC/MS) (CCME derived).","3319","0.1","ug/L","Hydrocarbons","Ethylbenzene","<","0.10","µg/l","<0.10","microgram per litre","","","","","*no sulphide bottle, broken* chipped hole through ice","","","","2021-04-20 08:52:36"
"ABS058","MUSKEG RIVER","AB07DA0430","27.5KM UPSTREAM OF STANLEY CREEK","57.33158000","-111.12036000","Centre","2015-01-15","09:30:00","","","15SWE01801-01","WATER","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","FIELD","N","","Pertaining to field observations of the water body and sample by descriptive code.","3364","","","Field Observations","Flow Estimate","","1.0000","cumec","1.0000","cubic meter per second","","","","","*no sulphide bottle, broken* chipped hole through ice","","","","2021-04-20 08:52:36"
"ABS058","MUSKEG RIVER","AB07DA0430","27.5KM UPSTREAM OF STANLEY CREEK","57.33158000","-111.12036000","Centre","2015-01-15","09:30:00","","","15SWE01801-01","WATER","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","FIELD","N","","Pertaining to field observations of the water body and sample by descriptive code.","3364","","","Field Observations","Foam (Visual) At Site","","0.0000","---","0.0000","scalar","","","","","*no sulphide bottle, broken* chipped hole through ice","","","","2021-04-20 08:52:36"
"ABS058","MUSKEG RIVER","AB07DA0430","27.5KM UPSTREAM OF STANLEY CREEK","57.33158000","-111.12036000","Centre","2015-01-15","09:30:00","","","15SWE01801-01","WATER","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Total hardness by calculated method","423","","mg/L","Major Ions","Hardness Total (Calcd.) CaCO3","","272","mg/l","272","milligram per litre","","","","","*no sulphide bottle, broken* chipped hole through ice","","","","2021-04-20 08:52:36"
"ABS058","MUSKEG RIVER","AB07DA0430","27.5KM UPSTREAM OF STANLEY CREEK","57.33158000","-111.12036000","Centre","2015-01-15","09:30:00","","","15SWE01801-01","WATER","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","FIELD","N","","Field observation pertaining to physical presence (cover) in % at the site.","3365","","%","Field Observations","Ice Cover","","100.0","%","100.0","percentage","","","","","*no sulphide bottle, broken* chipped hole through ice","","","","2021-04-20 08:52:36"
"ABS058","MUSKEG RIVER","AB07DA0430","27.5KM UPSTREAM OF STANLEY CREEK","57.33158000","-111.12036000","Centre","2015-01-15","09:30:00","","","15SWE01801-01","WATER","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","FIELD","N","","Field observation pertaining to physical presence (depth) in meters at the site.","3366","","m","Field Observations","Ice Thickness Estimate","","0.1","m","0.1","meter","","","","","*no sulphide bottle, broken* chipped hole through ice","","","","2021-04-20 08:52:36"
"ABS058","MUSKEG RIVER","AB07DA0430","27.5KM UPSTREAM OF STANLEY CREEK","57.33158000","-111.12036000","Centre","2015-01-15","09:30:00","","","15SWE01801-01","WATER","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Anion-cation balance","3518","","%","Major Ions","Ionic Balance Difference (Calcd.)","","-5.08","%","-5.08","percentage","","","","","*no sulphide bottle, broken* chipped hole through ice","","","","2021-04-20 08:52:36"
"ABS058","MUSKEG RIVER","AB07DA0430","27.5KM UPSTREAM OF STANLEY CREEK","57.33158000","-111.12036000","Centre","2015-01-15","09:30:00","","","15SWE01801-01","WATER","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Dissolved elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1849","0.6","ug/L","Minor Elements","Iron Dissolved","","185","µg/l","185","microgram per litre","","","","","*no sulphide bottle, broken* chipped hole through ice","","","","2021-04-20 08:52:36"
"ABS058","MUSKEG RIVER","AB07DA0430","27.5KM UPSTREAM OF STANLEY CREEK","57.33158000","-111.12036000","Centre","2015-01-15","09:30:00","","","15SWE01801-01","WATER","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Total recoverable elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1847","0.7","ug/L","Minor Elements","Iron Total Recoverable","","1680","µg/l","1680","microgram per litre","","","","","*no sulphide bottle, broken* chipped hole through ice","","","","2021-04-20 08:52:36"
"ABS058","MUSKEG RIVER","AB07DA0430","27.5KM UPSTREAM OF STANLEY CREEK","57.33158000","-111.12036000","Centre","2015-01-15","09:30:00","","","15SWE01801-01","WATER","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Dissolved elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1849","0.004","ug/L","Minor Elements","Lead Dissolved","","0.00700","µg/l","0.00700","microgram per litre","","","","","*no sulphide bottle, broken* chipped hole through ice","","","","2021-04-20 08:52:36"
"ABS058","MUSKEG RIVER","AB07DA0430","27.5KM UPSTREAM OF STANLEY CREEK","57.33158000","-111.12036000","Centre","2015-01-15","09:30:00","","","15SWE01801-01","WATER","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Total recoverable elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1847","0.003","ug/L","Minor Elements","Lead Total Recoverable","","0.00700","µg/l","0.00700","microgram per litre","","","","","*no sulphide bottle, broken* chipped hole through ice","","","","2021-04-20 08:52:36"
"ABS058","MUSKEG RIVER","AB07DA0430","27.5KM UPSTREAM OF STANLEY CREEK","57.33158000","-111.12036000","Centre","2015-01-15","09:30:00","","","15SWE01801-01","WATER","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Dissolved elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1849","0.02","ug/L","Minor Elements","Lithium Dissolved","","3.48","µg/l","3.48","microgram per litre","","","","","*no sulphide bottle, broken* chipped hole through ice","","","","2021-04-20 08:52:36"
"ABS058","MUSKEG RIVER","AB07DA0430","27.5KM UPSTREAM OF STANLEY CREEK","57.33158000","-111.12036000","Centre","2015-01-15","09:30:00","","","15SWE01801-01","WATER","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Total recoverable elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1847","0.05","ug/L","Minor Elements","Lithium Total Recoverable","","3.49","µg/l","3.49","microgram per litre","","","","","*no sulphide bottle, broken* chipped hole through ice","","","","2021-04-20 08:52:36"
