"Measuring program","Site name","Station number","Station name","Latitude","Longitude","Sampling location","Sample date","Sample time","Sample depth","Sample final depth","Sample number","Sample Matrix","Sample Type","Sample Collection","Laboratory","QC Sample (Y/N)","Lab QAQC Batch ID","Analysis method name","Analysis method code","Reporting Detection Limit (RDL)","RDL Unit","Parameter type group","Parameter type name","Parameter sign","Parameter value","Parameter unit symbol","Parameter value and sign","Parameter unit name","Lab Qualifier 1","Lab Qualifier 2","Lab Qualifier 3","Lab Qualifier 4","Sampling comment","Sample remark","Parameter remark","Parameter standard remark","Last modified date and time"
"ABS098","KEARL LAKE","AB07DA2210","KEARL LAKE","57.29170000","-111.23330000","Centre","2002-09-04","12:00:00","","","02SWE03131","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Atomic absorption spectrometry","482","0.005","mg/L","Major Ions","Potassium Dissolved/Filtered","","1.40","mg/l","1.40","milligram per litre","","","","","","","No field readings, fieldsheet missing.  Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","KEARL LAKE","AB07DA2210","KEARL LAKE","57.29170000","-111.23330000","Centre","2002-09-04","12:00:00","","","02SWE03131","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Atomic absorption spectrometry","482","0.0005","mg/L","Major Ions","Magnesium Dissolved","","7.60","mg/l","7.60","milligram per litre","","","","","","","No field readings, fieldsheet missing.  Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","KEARL LAKE","AB07DA2210","KEARL LAKE","57.29170000","-111.23330000","Centre","2002-09-04","12:00:00","","","02SWE03131","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Atomic absorption spectrometry","482","0.002","mg/L","Major Ions","Sodium Dissolved/Filtered","","11.00","mg/l","11.00","milligram per litre","","","","","","","No field readings, fieldsheet missing.  Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","KEARL LAKE","AB07DA2210","KEARL LAKE","57.29170000","-111.23330000","Centre","2002-09-04","12:00:00","","","02SWE03131","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Ammonia by manual indophenol blue method","288","0.002","mg/L","Nutrients","Ammonia Dissolved","","0.530","mg/l","0.530","milligram per litre","","","","","","","No field readings, fieldsheet missing.  Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","KEARL LAKE","AB07DA2210","KEARL LAKE","57.29170000","-111.23330000","Centre","2002-09-04","12:00:00","","","02SWE03131","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Total nitrogen (unfiltered) in water is determined by alkaline persulfate digestion and (3438)","3438","0.007","mg/L","Nutrients","Nitrogen Total","","0.50","mg/l","0.50","milligram per litre","","","","","","","No field readings, fieldsheet missing.  Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","KEARL LAKE","AB07DA2210","KEARL LAKE","57.29170000","-111.23330000","Centre","2002-09-04","12:00:00","","","02SWE03131","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Total unfiltered phosphorous using persulfate oxidation, ascorbic acid, molybdenum blue is determine","3627","0.001","mg/L","Nutrients","Phosphorus Total","","0.0090","mg/l","0.0090","milligram per litre","","","","","","","No field readings, fieldsheet missing.  Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","KEARL LAKE","AB07DA2210","KEARL LAKE","57.29170000","-111.23330000","Centre","2002-09-04","12:00:00","","","02SWE03131","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Total filtered phosphorous using persulfate oxidation, ascorbic acid, molybdenum blue is determined ","3626","0.001","mg/L","Nutrients","Phosphorus Total Dissolved","","0.0020","mg/l","0.0020","milligram per litre","","","","","","","No field readings, fieldsheet missing.  Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","KEARL LAKE","AB07DA2210","KEARL LAKE","57.29170000","-111.23330000","Centre","2002-09-04","12:00:00","","","02SWE03131","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Analysis of anions and cations by suppressed ion chromatography","2912","0.05","mg/L","Major Ions","Sulphate Dissolved","","4.70","mg/l","4.70","milligram per litre","","","","","","","No field readings, fieldsheet missing.  Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","KEARL LAKE","AB07DA2210","KEARL LAKE","57.29170000","-111.23330000","Centre","2002-09-04","12:00:00","","","02SWE03131","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Calculation of total Kjeldahl nitrogen","2185","0.007","mg/L","Nutrients","Nitrogen Kjeldahl Total","","0.450","mg/l","0.450","milligram per litre","","","","","","","No field readings, fieldsheet missing.  Metals analysis was not done, reason unknown, too late to follow up.","","2021-03-12 11:26:14"
"ABS098","KEARL LAKE","AB07DA2210","KEARL LAKE","57.29170000","-111.23330000","Centre","2002-09-04","12:00:00","","","02SWE03131","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Calculated Value (135)","135","2.5","mg/L","Major Ions","Bicarbonate (Calcd.)","","107.0","mg/l","107.0","milligram per litre","","","","","","","No field readings, fieldsheet missing.  Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","KEARL LAKE","AB07DA2210","KEARL LAKE","57.29170000","-111.23330000","Centre","2002-09-04","12:00:00","","","02SWE03131","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Total alkalinity by potentiometric titration (363)","363","2","mg/L","Major Ions","Alkalinity Total CaCO3","","88.0","mg/l","88.0","milligram per litre","","","","","","","No field readings, fieldsheet missing.  Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","KEARL LAKE","AB07DA2210","KEARL LAKE","57.29170000","-111.23330000","Centre","2002-09-04","12:00:00","","","02SWE03131","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Gravimetric method","404","0.04","mg/L","Routine","Total Dissolved Solids (Filterable Residue)","","180","mg/l","180","milligram per litre","","","","","","","No field readings, fieldsheet missing.  Metals analysis was not done, reason unknown, too late to follow up.","","2021-03-11 16:50:10"
"ABS098","SM1","AB07CE0840","UNNAMED LAKE 94","55.75830000","-110.75000000","Centre","2002-09-30","10:30:00","","","02SWE03132","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","FIELD","N","","Estimated percent of cloud cover","2234","","%","Field Observations","Cloud Cover","","100.0000","%","100.0000","percentage","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","SM1","AB07CE0840","UNNAMED LAKE 94","55.75830000","-110.75000000","Centre","2002-09-30","10:30:00","","","02SWE03132","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","True and apparent colour are determined using platinum-cobalt colourimetric method.","3535","1","rel units","Routine","Colour True","","25","---","25","scalar","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","SM1","AB07CE0840","UNNAMED LAKE 94","55.75830000","-110.75000000","Centre","2002-09-30","10:30:00","","","02SWE03132","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","pH - electrometric method","389","","pH units","Routine","pH","","7.24","---","7.24","scalar","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","SM1","AB07CE0840","UNNAMED LAKE 94","55.75830000","-110.75000000","Centre","2002-09-30","10:30:00","","","02SWE03132","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Specific conductance using a conductivity meter with platinum electrodes","32","0.3","uS/cm","Routine","Specific Conductance","","62.7","µS/cm","62.7","microsiemens per centimeter","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","SM1","AB07CE0840","UNNAMED LAKE 94","55.75830000","-110.75000000","Centre","2002-09-30","10:30:00","","","02SWE03132","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Nonfilterable residue by gravimetric method","396","0.05","mg/L","Routine","Residue Nonfilterable","","2.71","mg/l","2.71","milligram per litre","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","SM1","AB07CE0840","UNNAMED LAKE 94","55.75830000","-110.75000000","Centre","2002-09-30","10:30:00","","","02SWE03132","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Gran Titration","483","0.3","mg/L","Major Ions","Alkalinity Gran CaCO3","","26.5","mg/l","26.5","milligram per litre","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","SM1","AB07CE0840","UNNAMED LAKE 94","55.75830000","-110.75000000","Centre","2002-09-30","10:30:00","","","02SWE03132","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Atomic absorption spectrometry","482","0.003","mg/L","Major Ions","Calcium Dissolved","","7.57","mg/l","7.57","milligram per litre","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","SM1","AB07CE0840","UNNAMED LAKE 94","55.75830000","-110.75000000","Centre","2002-09-30","10:30:00","","","02SWE03132","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Fluorometry with ethanol extraction","484","0.02","ug/L","Biological","Chlorophyll A","","2.7","µg/l","2.7","microgram per litre","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-03-12 11:26:14"
"ABS098","SM1","AB07CE0840","UNNAMED LAKE 94","55.75830000","-110.75000000","Centre","2002-09-30","10:30:00","","","02SWE03132","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Analysis of anions and cations by suppressed ion chromatography","2912","0.03","mg/L","Major Ions","Chloride Dissolved","","0.440","mg/l","0.440","milligram per litre","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","SM1","AB07CE0840","UNNAMED LAKE 94","55.75830000","-110.75000000","Centre","2002-09-30","10:30:00","","","02SWE03132","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Calculated value (pH)","137","2.5","mg/L","Major Ions","Carbonate (calcd.)","","2.50","mg/l","2.50","milligram per litre","L: Off-scale high. Actual value is known to be greater than value given","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","SM1","AB07CE0840","UNNAMED LAKE 94","55.75830000","-110.75000000","Centre","2002-09-30","10:30:00","","","02SWE03132","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Carbon in water is determined by auto infrared analyzer.","3142","0.1","mg/L","Carbon","Carbon Dissolved Inorganic","","5.2","mg/l","5.2","milligram per litre","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","SM1","AB07CE0840","UNNAMED LAKE 94","55.75830000","-110.75000000","Centre","2002-09-30","10:30:00","","","02SWE03132","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Carbon in water is determined by auto infrared analyzer.","3142","0.1","mg/L","Carbon","Carbon Dissolved Organic","","25.4","mg/l","25.4","milligram per litre","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","SM1","AB07CE0840","UNNAMED LAKE 94","55.75830000","-110.75000000","Centre","2002-09-30","10:30:00","","","02SWE03132","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","FIELD","N","","Depth of water at time of sampling","2176","","m","Field Observations","Water depth","","3.60","m","3.60","meter","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","SM1","AB07CE0840","UNNAMED LAKE 94","55.75830000","-110.75000000","Centre","2002-09-30","10:30:00","","","02SWE03132","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Atomic absorption spectrometry","482","0.02","mg/L","Minor Elements","Iron Dissolved","","0.02","mg/l","0.02","milligram per litre","L: Off-scale high. Actual value is known to be greater than value given","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","SM1","AB07CE0840","UNNAMED LAKE 94","55.75830000","-110.75000000","Centre","2002-09-30","10:30:00","","","02SWE03132","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Atomic absorption spectrometry","482","0.005","mg/L","Major Ions","Potassium Dissolved/Filtered","","1.00","mg/l","1.00","milligram per litre","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","SM1","AB07CE0840","UNNAMED LAKE 94","55.75830000","-110.75000000","Centre","2002-09-30","10:30:00","","","02SWE03132","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Atomic absorption spectrometry","482","0.0005","mg/L","Major Ions","Magnesium Dissolved","","2.66","mg/l","2.66","milligram per litre","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","SM1","AB07CE0840","UNNAMED LAKE 94","55.75830000","-110.75000000","Centre","2002-09-30","10:30:00","","","02SWE03132","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Atomic absorption spectrometry","482","0.002","mg/L","Major Ions","Sodium Dissolved/Filtered","","1.44","mg/l","1.44","milligram per litre","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","SM1","AB07CE0840","UNNAMED LAKE 94","55.75830000","-110.75000000","Centre","2002-09-30","10:30:00","","","02SWE03132","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Ammonia by manual indophenol blue method","288","0.002","mg/L","Nutrients","Ammonia Dissolved","","0.150","mg/l","0.150","milligram per litre","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","SM1","AB07CE0840","UNNAMED LAKE 94","55.75830000","-110.75000000","Centre","2002-09-30","10:30:00","","","02SWE03132","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Total nitrogen (unfiltered) in water is determined by alkaline persulfate digestion and (3438)","3438","0.007","mg/L","Nutrients","Nitrogen Total","","1.51","mg/l","1.51","milligram per litre","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","SM1","AB07CE0840","UNNAMED LAKE 94","55.75830000","-110.75000000","Centre","2002-09-30","10:30:00","","","02SWE03132","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Total dissolved nitrogen (filtered) in water is determined by alkaline persulfate digestion (3435)","3435","0.007","mg/L","Nutrients","Nitrogen Dissolved","","1.38","mg/l","1.38","milligram per litre","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","SM1","AB07CE0840","UNNAMED LAKE 94","55.75830000","-110.75000000","Centre","2002-09-30","10:30:00","","","02SWE03132","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Total unfiltered phosphorous using persulfate oxidation, ascorbic acid, molybdenum blue is determine","3627","0.001","mg/L","Nutrients","Phosphorus Total","","0.0190","mg/l","0.0190","milligram per litre","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","SM1","AB07CE0840","UNNAMED LAKE 94","55.75830000","-110.75000000","Centre","2002-09-30","10:30:00","","","02SWE03132","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Total filtered phosphorous using persulfate oxidation, ascorbic acid, molybdenum blue is determined ","3626","0.001","mg/L","Nutrients","Phosphorus Total Dissolved","","0.0050","mg/l","0.0050","milligram per litre","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
